No,ID_Perfume,perfume,brand,top notes,mid notes,base notes,is_lokal
18493,FRGN-18493,spice-d-arno,electimuss,"cardamom, pink pepper, elemi, bergamot, lemon","bran, leather, iris, orange, thyme","vanilla, myrrh, oud, cashmeran",FALSE
18494,FRGN-18494,l-inspiratrice,divine,"rose, ylang-ylang, bergamot","rose, white musk, peony","patchouli, tonka bean, vanilla, vetiver",FALSE
18495,FRGN-18495,el-born,carner-barcelona,"honey, angelica, calabrian bergamot, sicilian lemon","benzoin, fig, heliotrope, egyptian jasmine","madagascar vanilla, peru balsam, australian sandalwood, musk",FALSE
18496,FRGN-18496,brut-special-reserve,brut-parfums-prestige,"anise, basil, lemon, bergamot","lavender, ylang-ylang, geranium, jasmine","oakmoss, tonka bean, sandalwood, patchouli, vanilla, vetiver",FALSE
18497,FRGN-18497,time-to-play-women,bruno-banani,"coconut, black currant, mandarin orange, bergamot","cinnamon, clove, jasmine, freesia, cyclamen, lily-of-the-valley","sandalwood, vanilla, virginia cedar, patchouli",FALSE
18498,FRGN-18498,volubilis,bruno-acampora,"grapefruit, pink pepper","may rose, mint, iris","musk, vanila, patchouli, amber",FALSE
18499,FRGN-18499,bogner-women,bogner,"fruity notes, violet, green notes","lime (linden) blossom, ylang-ylang, iris, cyclamen, lily-of-the-valley, rose, jasmine","sandalwood, musk, heliotrope, oak moss, virginia cedar",FALSE
18500,FRGN-18500,mornings-in-milano,birkholz,"vanilla, coconut, white peach","jasmine, plumeria, gardenia","vanilla, white musk, woody notes",FALSE
18501,FRGN-18501,poppy,badgley-mischka,"rose, citruses, spices","peony, magnolia, plumeria","white woods, amber, musk",FALSE
18502,FRGN-18502,man-aubusson,aubusson,"lavender, neroli, bergamot","jasmine, bourbon geranium, green leaves","sandalwood, musk, vanilla, amber",FALSE
18503,FRGN-18503,abha,athena-fragrances,"mandarin orange, lime","plum, strawberry, raspberry, banana, chamomile, rose de mai, jasmine, violet, apple","agarwood (oud), leather, cotton candy, violet leaf, musk, saffron, cacao pod, cinnamon, patchouli, cedar, sandalwood, vanilla",FALSE
18504,FRGN-18504,acqua-profumata,atelier-segall-barutti,"bergamot, sicilian lemon, galbanum","violet leaves, orange blossom, hedione, osmanthus","musk, patchouli, peru balsam, amber",FALSE
18505,FRGN-18505,lune-feline,atelier-des-ors,"cardamom, cinnamon, pink pepper","woodsy notes, ambergris, styrax, cedar, green notes","tahitian vanilla, peru balsam, musk",FALSE
18506,FRGN-18506,in-extremis,astrophil-stella,"galbanum, birch, chamomile, angelica, mastic or lentisque","incense, musk, osmanthus, magnolia","leather, guaiac wood, oud, ambergris, vetiver, patchouli, oakmoss",FALSE
18507,FRGN-18507,cherry-bouquet,afnan,"black cherry, sour cherry, cherry liqueur, almond","raspberry, plum, damask rose, jasmine sambac","cloves, patchouli, vanilla, vetiver, cedar",FALSE
18508,FRGN-18508,urbanist-prive-silver,al-haramain-perfumes,"tobacco, hazelnut","toffee, sandalwood","agarwood (oud), vanilla, honey",FALSE
18509,FRGN-18509,absolute-by-elite-gentleman,avon,agarwood (oud),amber,italian lemon,FALSE
18510,FRGN-18510,forever-midnight,bath-body-works,plum,"vanilla orchid, jasmine, spices",caramel,FALSE
18511,FRGN-18511,chelsea-nights,bond-no-9,"cacao, saffron, hazelnut","turmeric, rose, sesame","suede, patchouli, agarwood (oud), amber, vanilla, myrrh, tonka bean",FALSE
18512,FRGN-18512,fantasy-anniversary-edition,britney-spears,"kiwi, litchi, quince","cupcake, white chocolate, jasmine, orchid","musk, orris, woody notes",FALSE
18513,FRGN-18513,fantasy-stage-edition,britney-spears,"kiwi, litchi, quince","white chocolate, cupcake, orchid, jasmine","musk, woody notes, orris root",FALSE
18514,FRGN-18514,brit-rhythm-for-him-intense,burberry,"pepper, raspberry, fig, sage, wormwood, cumin, bergamot","mint, amber, lavender, patchouli, basil","leather, vanilla, tonka bean, cashmere wood, guaiac wood, coumarin, sandalwood",FALSE
18515,FRGN-18515,mon-jasmin-noir-l-eau-exquise,bvlgari,"pomelo, grapefruit, almond","tea, jasmine","musk, cedar",FALSE
18516,FRGN-18516,royal-leather,by-kilian,"black tea, hawthorn","leather, heliotrope","patchouli, agarwood (oud)",FALSE
18517,FRGN-18517,herrera-aqua,carolina-herrera,"bamboo leaf, fig leaf, mandarin orange, bergamot","neroli, lavender, rosemary, white pepper","tonka bean, musk, amber, vetiver",FALSE
18518,FRGN-18518,212-men-on-ice-2005,carolina-herrera,"bergamot, grapefruit","ginger, nutmeg, cardamom, gardenia",musk,FALSE
18519,FRGN-18519,ch-men-grand-tour,carolina-herrera,"mate, incense","spices, cinnamon, nutmeg","suede, mahogany",FALSE
18520,FRGN-18520,gold-incense,carolina-herrera,"cinnamon, marigold, angelica, bergamot","labdanum, atlas cedar","incense, madagascar vanilla, sandalwood",FALSE
18521,FRGN-18521,must-de-cartier-gold,cartier,"galbanum, green leaves","osmanthus, jasmine",vanilla,FALSE
18522,FRGN-18522,pasha-cartier,cartier,"lavender, mint, caraway, anise, mandarin orange","coriander, brazilian rosewood","oakmoss, sandalwood, patchouli, labdanum",FALSE
18523,FRGN-18523,chanel-no-19-poudre,chanel,"galbanum, neroli, mandarin orange","iris, jasmine","vetiver, musk, tonka bean",FALSE
18524,FRGN-18524,chanel-no-5-l-eau,chanel,"aldehydes, lemon, neroli, mandarin orange, bergamot, orange, lime","ylang-ylang, jasmine, may rose","white musk, orris root, cedar, vanila",FALSE
18525,FRGN-18525,cristalle-eau-de-parfum,chanel,mandarin orange,"melon, jasmine, peach, ylang-ylang","oakmoss, vetiver",FALSE
18526,FRGN-18526,1000-miglia-chrono,chopard,spices,"lavender, asphalt","amber, myrhh",FALSE
18527,FRGN-18527,aigle-imperial,chopard,"matcha tea, bergamot, ginger","water notes, patchouli, labdanum, olibanum","laotian oud, agarwood (oud), guaiac wood",FALSE
18528,FRGN-18528,noble-vetiver,chopard,"vetiver, paprika, bergamot, cardamom","mahogany, clary sage","tobacco, leather",FALSE
18529,FRGN-18529,wish-magical-nights,chopard,"red berries, pear, black locust","heliotrope, iris, magnolia","vanilla, patchouli",FALSE
18530,FRGN-18530,coach-for-men,coach,"pear, kumquat, bergamot, lavender, grapefruit","cardamom, geranium, coriander","ambergris, suede, amberwood, haitian vetiver",FALSE
18531,FRGN-18531,bergamot,commodity,"bergamot, clementine, green mandarin","mint, jasmine sambac, african geranium","vetiver, violet leaf, musk, patchouli",FALSE
18532,FRGN-18532,adventure-eau-fraiche,davidoff,"bergamot, mandarin orange, neroli","ginger, basil","vetyver, virginia cedar, musk",FALSE
18533,FRGN-18533,dior-homme-2020,dior,"bergamot, pink pepper, elemi","atlas cedar, cashmere wood, patchouli","iso e super, haitian vetiver, white musk",FALSE
18534,FRGN-18534,les-creations-de-monsieur-dior-diorissimo-eau-de-toilette,dior,ylang-ylang,lily-of-the-valley,jasmine,FALSE
18535,FRGN-18535,vanilla-diorama,dior,"orange, pink pepper, lemon","rum, cacao, cardamom","bourbon vanilla, sandalwood, patchouli",FALSE
18536,FRGN-18536,miss-dior,dior,"aldehydes, galbanum, clary sage, gardenia, bergamot","narcissus, iris, carnation, orris root, lily-of-the-valley, jasmine, rose, neroli","oakmoss, leather, vetiver, patchouli, labdanum, sandalwood, amber",FALSE
18537,FRGN-18537,miss-dior-couture-edition,dior,"orange, mandarin orange, bergamot","jasmine, rose","patchouli, sandalwood, vetiver",FALSE
18538,FRGN-18538,light-blue-eau-intense,dolce-gabbana,"lemon, granny smith apple","jasmine, marigold","musk, amberwood",FALSE
18539,FRGN-18539,the-one-baroque-for-men,dolce-gabbana,"coriander, grapefruit, basil","cardamom, ginger, neroli","tobacco, amber, cedar",FALSE
18540,FRGN-18540,blue-talisman,ex-nihilo,"pear, bergamot, mandarin orange, ginger","orange blossom, georgywood","ambrofix™, musk, akigalawood",FALSE
18541,FRGN-18541,armani-prive-bleu-lazuli,giorgio-armani,"mate, cardamom, bergamot","plum, osmanthus, jasmine","tobacco, honey, vanilla, sandalwood",FALSE
18542,FRGN-18542,sn-2020,a-n-other,"peach, clementine, sea notes","osmanthus, orchid, tuberose","musk, driftwood, bamboo",FALSE
18543,FRGN-18543,acqua-di-parma-magnolia-nobile,acqua-di-parma,"citron, lemon, bergamot","magnolia, jasmine, tuberose, rose","vetiver, sandalwood, vanilla, patchouli",FALSE
18544,FRGN-18544,acqua-di-parma-blu-mediterraneo-bergamotto-di-calabria,acqua-di-parma,"bergamot, citron","ginger, cedar, flowers","vetyver, musk, benzoin",FALSE
18545,FRGN-18545,meander,amouage,"olibanum, carrot seeds, pink pepper, black pepper","orris, cypriol oil or nagarmotha, narcissus, rose","sandalwood, olibanum, vetiver",FALSE
18546,FRGN-18546,le-de-givenchy,givenchy,"tarragon, coriander, mandarin orange, bergamot, brazilian rosewood","lily-of-the-valley, lilac, jasmine, orris root, ylang-ylang, carnation, rose","oakmoss, musk, sandalwood, guaiac wood, amber",FALSE
18547,FRGN-18547,ange-ou-demon-perfume-extract,givenchy,"saffron, thyme","orchid, lily, ylang-ylang","tonka bean, vanilla, oakmoss, patchouli, brazilian rosewood",FALSE
18548,FRGN-18548,l-interdit-nocturnal-jasmine,givenchy,indian jasmine,vetiver,patchouli,FALSE
18549,FRGN-18549,temeraire,givenchy,"clove leaf, cardamom","tuberose, jasmine, iris","ink, cade oil, benzoin",FALSE
18550,FRGN-18550,eau-de-gucci,gucci,"hyacinth, galbanum, ylang-ylang, bergamot, mandarin orange, lemon","lilac, lily, tuberose, honeysuckle, jasmine, lily-of-the-valley, iris, violet, rose","oakmoss, vetiver, musk, amber, cedar, vanilla",FALSE
18551,FRGN-18551,a-midnight-stroll,gucci,incense,cade oil,cypress,FALSE
18552,FRGN-18552,insolence-eau-de-parfum,guerlain,red berries,"violet, iris, african orange flower","tonka bean, sandalwood, woodsy notes",FALSE
18553,FRGN-18553,la-petite-robe-noire-eau-de-parfum-absolue,guerlain,"cherry, almond, bergamot","smoke, rose, tea, iris","leather, patchouli, tonka bean",FALSE
18554,FRGN-18554,les-voyages-olfactifs-05-paris-shanghai,guerlain,"almond, star anise, bergamot","mimosa, ylang-ylang, orange blossom","sandalwood, vanilla, cedar, vetiver",FALSE
18555,FRGN-18555,l-eau-d-issey-pour-homme-eau-de-toilette-l-ete,issey-miyake,"yuzu, mandarin orange","sea water, sage, cardamom","vetiver, amber",FALSE
18556,FRGN-18556,l-eau-d-issey-pour-homme-summer-2014,issey-miyake,"grapefruit, kiwi, pineapple","nutmeg, coriander","vetiver, cypress",FALSE
18557,FRGN-18557,classique-pin-up,jean-paul-gaultier,"ginger, citron","orange blossom, marshamallow","vanilla, amber",FALSE
18558,FRGN-18558,fleur-du-male,jean-paul-gaultier,petitgrain,neroli,"chamomile, basil",FALSE
18559,FRGN-18559,le-male-couple,jean-paul-gaultier,"lavender, mint, bergamot, artemisia, cardamom","orange blossom, cinnamon, caraway","vanilla, cedar, sandalwood, amber, tonka bean",FALSE
18560,FRGN-18560,jimmy-choo-man-ice,jimmy-choo,"citron, bergamot, mandarin orange","apple, cedar, vetiver, patchouli","musk, ambroxan, moss",FALSE
18561,FRGN-18561,iris-crush,jimmy-choo,"freesia, neroli, pink pepper","iris, lipstick, heliotrope","tonka bean, musk, patchouli",FALSE
18562,FRGN-18562,dark-amber-ginger-lily,jo-malone-london,"ginger, black cardamom, pink pepper","water lily, orchid, jasmine, rose","sandalwood, black amber, kyara incense, patchouli, leather",FALSE
18563,FRGN-18563,emerald-thyme-cologne,jo-malone-london,"lemon, eucalyptus","thyme, rosemary","moss, geranium",FALSE
18564,FRGN-18564,trulyjoyful,kate-spade,orange,pink pepper,ginger,FALSE
18565,FRGN-18565,plume-blanche-1901,lalique,"mandarin orange, pink pepper, cardamom, violet leaf","almond, white heliotrope, benzoin, jasmine","tonka bean, white musk, white cedar extract, patchouli",FALSE
18566,FRGN-18566,la-nuit-tresor-nude,lancome,bergamot,rose,"vanila, coconut",FALSE
18567,FRGN-18567,azeezah,lattafa-perfumes,"lemon, bergamot, almond, coffee","tuberose, orange blossom, iris, jasmine, rose","sandalwood, tonka bean, praline, vanilla, cacao",FALSE
18568,FRGN-18568,sumou-platinum,lattafa-perfumes,"apple, bergamot, plum, oakmoss, lemon","mahogany, cinnamon, clove","sandalwood, vanilla, cedar, vetiver",FALSE
18569,FRGN-18569,rose-31,le-labo,"rose, cumin","rose, vetiver, cedar","musk, guaiac wood, agarwood (oud), olibanum, labdanum",FALSE
18570,FRGN-18570,rue-paradis,les-nereides,star anise,mimosa,sandalwood,FALSE
18571,FRGN-18571,loewe-7,loewe,"pepper, apple","incense, neroli, rose, lily-of-the-valley","cedar, vetiver, musk",FALSE
18572,FRGN-18572,lolita-lempicka-au-masculin,lolita-lempicka,"anise, licorice, violet, ivy, wormwood, basil","rum, tonka bean, almond, sandalwood","vanilla, praline, vetiver, cedar, labdanum",FALSE
18573,FRGN-18573,city-of-stars,louis-vuitton,"lime, blood orange, blood mandarin, bergamot, lemon",tiare flower,"powdery notes, musk, sandalwood",FALSE
18574,FRGN-18574,jewel-for-him,m-micallef,"bergamot, grapefruit, cardamom, pink pepper, pepper","virginia cedar, vetiver, patchouli","benzoin, incense, moss, musk",FALSE
18575,FRGN-18575,narissa-poudree,maison-alhambra,"bulgarian rose, orange blossom, jasmine",musk,"patchouli, cedar, vetiver, coumarin",FALSE
18576,FRGN-18576,porto-neroli,maison-alhambra,"neroli, lemon, mandarin orange, jasmine, bitter orange","orange blossom, lavender, sea salt","herbal notes, amber, wormwood",FALSE
18577,FRGN-18577,silver-blue,mancera,"spices, bergamot","caramel, amber, labdanum","amber, precious woods, patchouli, oakmoss",FALSE
18578,FRGN-18578,cedrat-boise,mancera,"sicilian lemon, black currant, bergamot, spicy notes","fruity notes, patchouli leaf, water jasmine","cedar, leather, sandalwood, vanilla, white musk, moss",FALSE
18579,FRGN-18579,splash-lemon-2009,marc-jacobs,"amalfi lemon, mandarin orange, honeysuckle","water notes, musk, vetiver",amber,FALSE
18580,FRGN-18580,ristretto-intense-cafe,montale,"coffee, turkey red rose","roasted coffee beans, french rose, woodsy notes","vanilla, caramel, white musk, amber",FALSE
18581,FRGN-18581,angel-eau-sucree-2017,mugler,"sorbet, citruses, red berries","meringue, caramel","vanilla, patchouli",FALSE
18582,FRGN-18582,essencial-unico,natura,"black pepper, apricot, ishpink, ocotea quixos, cardamom","egyptian jasmine, iris, osmanthus, paramela, rose, freesia, lily-of-the-valley","copaiba balm, vanilla, amber, sandalwood, cedar, vetiver",FALSE
18583,FRGN-18583,homem-emocion-e,natura,"cardamom, black pepper, grapefruit, nutmeg","fig, cactus flower, pataqueira, violet, paramela, geranium, sage, lavender","sandalwood, olibanum, tonka bean, leather, musk, vanilla, amber, cashmeran",FALSE
18584,FRGN-18584,kaiak-energia,natura,"citrus, floral notes, watery notes","red berries, red currant, red tulip","musk, sandalwood, amber",FALSE
18585,FRGN-18585,kaiak-ultra-masculino,natura,"metallic notes, citruses, bergamot, anise, lemon, grapefruit, juniper, rosemary, orange, styrax, pink pepper","aldehydes, lavender, jasmine","patchouli, moss, cedar, leather, amber",FALSE
18586,FRGN-18586,kriska-mania,natura,"salt, cardamom, pink pepper, mandarin orange","coumarin, walnut, gardenia, magnolia","cacao, caramel, salt, sandalwood, amberwood, musk, cedar",FALSE
18587,FRGN-18587,priprioca-parfum-perfume-do-brasil,natura,"bergamot, lemon, orange","priprioca, galbanum, lily-of-the-valley","sandalwood, musk, amber, vetiver, cedar, benzoin, tonka bean, vanilla",FALSE
18588,FRGN-18588,fleur-de-fleurs,nina-ricci,"aldehydes, green notes, bergamot, lemon","hiacynth, lily-of-the-valley, lilac, magnolia, cyclamen, iris, ylang-ylang, jasmine, rosemary","civet, sandalwood, musk",FALSE
18589,FRGN-18589,pachuli-kozha,nishane,"chamomile, artemisia, ylang-ylang, hyacinth","patchouli, black pepper","honey, incense, leather",FALSE
18590,FRGN-18590,accordes-harmonia,o-boticario,"petitgrain, kumquat, mandarin orange, kiwi","violet, lily-of-the-valley, jasmine, ylang-ylang, freesia, angelica","musk, sandalwood, tonka bean, oak moss, vetyver, amber, virginia cedar",FALSE
18591,FRGN-18591,viva-acqua-fresca,o-boticario,"mandarin orange, neroli, lemon, bergamot","orange blossom, jasmine, watery notes","musk, cedar, amber",FALSE
18592,FRGN-18592,aroma-terapia-energia-pro-dia,o-boticario,"bergamot, grapefruit, green apple, hibiscus, pear","ginger, lily-of-the-valley, peony, iris, sichuan pepper","musk, cedar, sandalwood, plum, amberwood",FALSE
18593,FRGN-18593,botica-214-verano-en-firenze,o-boticario,"lavender, timur, grapefruit","basil, nutmeg, hazelnut","vetiver, patchouli, amber",FALSE
18594,FRGN-18594,cuide-se-bem-bendito-cacto,o-boticario,"mint, clementine, neroli","red fruits smoothie, apple, jasmine, rum","amber, sandalwood, musk",FALSE
18595,FRGN-18595,ceu-de-baunilha,o-boticario,"dried fruits, pink pepper, lemon","solar notes, cashmere wood, floral notes, damask plum","vanilla, amber, milk, white musk, maltol",FALSE
18596,FRGN-18596,baunilha-real,o-boticario,"wild berries, plum, raspberry, bergamot, peach","creme brulee, jasmine, frangipani, blueberry","madagascar vanilla, sandalwood, benzoin, amber, patchouli",FALSE
18597,FRGN-18597,1-million-golden-oud,paco-rabanne,"saffron, nutmeg, black pepper, bergamot","patchouli, gurjan balsam, sandalwood","leather, oud, cedarwood, labdanum",FALSE
18598,FRGN-18598,xs-pour-elle,paco-rabanne,"water jasmine, peony, mandarin orange","freesia, neroli, amber","ylang-ylang, musk, sandalwood",FALSE
18599,FRGN-18599,darley,parfums-de-marly,"mint, bergamot, amalfi lemon","lavender, cinnamon, african orange flower, rose, rosemary","tonka bean, sandalwood, amber, guaiac wood, patchouli",FALSE
18600,FRGN-18600,safanad,parfums-de-marly,"pear, orange","orange blossom, ylang-ylang, iris","vanilla, amber, sandalwood",FALSE
18601,FRGN-18601,the-uncompromising-sohan,penhaligon-s,"rose, saffron, pink pepper","labdanum, vetiver","laotian oud, sandalwood",FALSE
18602,FRGN-18602,agarbathi,penhaligon-s,"palo santo, pink pepper, bergamot","incense, olibanum, milk, jasmine sambac","suede, sandalwood, balsam fir, vetiver",FALSE
18603,FRGN-18603,luna-rossa,prada,"lavender, bitter orange","mint, clary sage","ambrette (musk mallow), ambroxan",FALSE
18604,FRGN-18604,l-eau-ambree,prada,"citruses, amalfi lemon","patchouli, rose","amber, opoponax, vanille",FALSE
18605,FRGN-18605,safari,ralph-lauren,"galbanum, tagetes, narcissus, hiacynth, orange, black currant, mandarin orange, cassis","narcissus, orris root, rosemary, rose, italian jasmine, orange blossom","vetiver, amber, sandalwood, cedar, patchouli",FALSE
18606,FRGN-18606,attar-al-mohabba-female,rasasi,"cinnamon, cardamom, bergamot","rose, cedar, musk","woody notes, patchouli, leather, agarwood (oud), vetiver",FALSE
18607,FRGN-18607,just-cavalli-her,roberto-cavalli,"cinnamon, apple, sicilian bergamot, bamboo leaf, elemi resin, cassia","coffee, cyclamen, jasmine, lotus","madagascar vanilla, tobacco, amber, musk, cedar",FALSE
18608,FRGN-18608,roberto-cavalli-uomo,roberto-cavalli,"black violet, saffron","honey, lavender","tonka bean, cedar, patchouli",FALSE
18609,FRGN-18609,fetish,roja-dove,"petitgrain, bergamot","jasmine, rose, ylang-ylang, tuberose","oakmoss, galbanum, castoreum, cedar, cloves, patchouli, vetiver, musk, cinnamon",FALSE
18610,FRGN-18610,vetiver-pour-homme-parfum-cologne,roja-dove,"lemon, bergamot","rose de mai, jasmine, labdanum","vetiver, cedar, cedar needles, oakmoss, galbanum, caraway, pink pepper, guaiac wood, celery seeds, amyris, labdanum, pepper, nutmeg",FALSE
18611,FRGN-18611,a-goodnight-kiss,roja-dove,bergamot,"heliotrope, jasmine, ylang-ylang, rose, neroli, geranium, peach","orris, ambergris, musk, sandalwood, vanilla, patchouli",FALSE
18612,FRGN-18612,silver-sun,salvador-dali,"pear, lemon, green leaves","watery notes, marigold, lavender, rose","cedar, amber, musk",FALSE
18613,FRGN-18613,salvatore-ferragamo-pour-homme,salvatore-ferragamo,"fig leaf, grapefruit, brazilian rosewood, caraway, african geranium, cyclamen, neroli","carnation, cardamom, rose, jasmine, orris root","cedar, vetiver, sandalwood, leather, musk, oakmoss",FALSE
18614,FRGN-18614,acqua-essenziale-blu,salvatore-ferragamo,"lemon, calabrian bergamot, cardamom","lavender, cypriol oil or nagarmotha, atlas cedar","tonka bean, ambroxan, benzoin, patchouli",FALSE
18615,FRGN-18615,ferragamo-intense-leather,salvatore-ferragamo,"mandarin orange, pink pepper, clary sage","red apple, iris, lily-of-the-valley","leather, earthy notes, oakmoss, musk",FALSE
18616,FRGN-18616,mortal-skin,stephane-humbert-lucas-777,"ink, blackberry, incense, labdanum","myrrh, opoponax, iris, cardamom, artemisia","styrax, ambergris, atlas cedar, cedar, sandalwood, birch, musk",FALSE
18617,FRGN-18617,hayaa,swiss-arabian,white amber,"agarwood (oud), rose, white flowers","woody notes, white musk",FALSE
18618,FRGN-18618,shaghaf-oud-abyad,swiss-arabian,"oregano, pimento seeds, bergamot","myrrh, opoponax, olibanum, amber, citruses","smoke, agarwood (oud), leather, sandalwood, patchouli",FALSE
18619,FRGN-18619,halley,tiziana-terenzi,"passionfruit, cassis, rose, lemon","peach, raspberry, floral notes, green notes, cinnamon","musk, vanilla, woody notes, amber",FALSE
18620,FRGN-18620,orion,tiziana-terenzi,"pineapple, apple, bergamot, red currant","birch, thyme, patchouli, jasmine","cedar, incense, agarwood (oud), musk, amber",FALSE
18621,FRGN-18621,black-violet,tom-ford,"fruity notes, citruses, bergamot",violet,"oak moss, woodsy notes",FALSE
18622,FRGN-18622,jasmin-rouge,tom-ford,"ginger, cinnamon, bergamot, cardamom, pepper, mandarin orange","jasmine, ylang-ylang, neroli, broom, clary sage","amber, vanille, woodsy notes, leather, french labdanum",FALSE
18623,FRGN-18623,lost-cherry,tom-ford,"bitter almond, black cherry, cherry liqueur","sour cherry, plum, turkish rose, jasmine sambac","vanilla, tonka bean, cinnamon, peru balsam, benzoin, sandalwood, cloves, cedar, patchouli, vetiver",FALSE
18624,FRGN-18624,true-star-men,tommy-hilfiger,"pink grapefruit, star anise, lemon tree, freesia","licorice, orris root","leather, sandalwood, vanilla, saffron",FALSE
18625,FRGN-18625,trussardi-skin,trussardi,"violet leaf, apple, pink pepper, bergamot, mandarin orange, lemon, peach","brazilian rosewood, jasmine, lily-of-the-valley, rose","musk, cedar, oakmoss, patchouli",FALSE
18626,FRGN-18626,trussardi-donna-eau-de-parfum-intense,trussardi,"water fruit, yuzu, citron","jasmine tea, water lily, orange blossom","vanilla, sandalwood, cedar, patchouli",FALSE
18627,FRGN-18627,valentino-donna-born-in-roma,valentino,"black currant, pink pepper, bergamot","jasmine, jasmine sambac, jasmine tea","bourbon vanilla, cashmeran, guaiac wood",FALSE
18628,FRGN-18628,rose-rouge,van-cleef-arpels,"black currant, pink pepper, bergamot","rose, raspberry, vetiver","vanilla, cacao pod, patchouli, benzoin, musk, vetiver",FALSE
18629,FRGN-18629,crystal-noir-eau-de-toilette,versace,"pepper, cardamom, ginger","gardenia, orange blossom, peony","sandalwood, musk, amber",FALSE
18630,FRGN-18630,first-love,victoria-s-secret,violet leaf,lily-of-the-valley,musk,FALSE
18631,FRGN-18631,dama-bianca,xerjoff,"kumquat, lime","violet, italian iris, lilac, egyptian jasmine, lily-of-the-valley","vanilla, malt, white musk, ambrette (musk mallow), sandalwood, cedar",FALSE
18632,FRGN-18632,dolce-amalfi,xerjoff,"quince, cardamom, apple, saffron","cloves, tolu balsam, incense","vanilla, tonka bean, amber, cedar, musk",FALSE
18633,FRGN-18633,fiero,xerjoff,"amalfi lemon, lemongrass, bergamot, blood orange","mint, neroli, tarragon, thyme","vetiver, patchouli, sandalwood, nutmeg, coumarin",FALSE
18634,FRGN-18634,capeline,yves-saint-laurent,"bergamot, mandarin orange","lily, ylang-ylang, sea water, neroli","vanilla absolute, white musk, vetiver",FALSE
18635,FRGN-18635,trench,yves-saint-laurent,"tangerine, bergamot, fig","iris, neroli","musk, ambrette (musk mallow), cedar",FALSE
18636,FRGN-18636,paris-premieres-roses-2013,yves-saint-laurent,rose hip,"rose, peony, violet, bellflower, orange blossom, lily-of-the-valley","white musk, sandalwood",FALSE
18637,FRGN-18637,parisienne-a-l-extreme,yves-saint-laurent,blackberry,"rose, violet","suede, musk, patchouli, vanilla, incense, daim",FALSE
18638,FRGN-18638,y-eau-de-parfum-intense,yves-saint-laurent,"ginger, juniper berries, bergamot","sage, lavender, geranium","vetiver, patchouli, cedar",FALSE
18639,FRGN-18639,bright-gardenia,zara,bergamot,lily-of-the-valley,freesia,FALSE
18640,FRGN-18640,ruby-berries-2021,zara,peach,red berries,vanilla,FALSE
18641,FRGN-18641,greenery,zara,"lemon, citruses",black currant,"black amber, texas cedar",FALSE
18642,FRGN-18642,flower-please,zara,linen,"aldehydes, jasmine","white musk, amber",FALSE
18643,FRGN-18643,evening-flowers,zara,gardenia,cacao,vanilla,FALSE
18644,FRGN-18644,zara-woman-peach-blooming-rose,zara,"peach, bergamot","rose, orange blossom",musk,FALSE
18645,FRGN-18645,lavande-44,rania-j,"petitgrain, bergamot",lavender,"tonka bean, vetiver, patchouli, labdanum, agarwood (oud), musk",FALSE
18646,FRGN-18646,moods-by-krizia-donna,krizia,"green notes, fruity notes, bergamot, lemon","lily-of-the-valley, cyclamen, orchid, carnation, orris root, jasmine, rose","musk, cedar",FALSE
18647,FRGN-18647,1828,histoires-de-parfums,"eucalyptus, citruses, grapefruit, tangerine","nutmeg, pepper","pine tree, cedar, incense, vetiver",FALSE
18648,FRGN-18648,fidji-eau-de-toilette,guy-laroche,"hiacynth, galbanum, iris, bergamot, lemon, tuberose","aldehydes, jasmine, ylang-ylang, cloves, orris root, violet, spicy notes, rose","oakmoss, vetiver, sandalwood, musk, resins, amber, patchouli",FALSE
18649,FRGN-18649,epoque-tropical,granado,"cashew, mandarin orange","rose, magnolia, geranium","sandalwood, guaiac wood",FALSE
18650,FRGN-18650,patchouli,granado,"nutmeg, cardamom, orange","lavender, guaiac wood, geranium","patchouli, cedar, frankincense",FALSE
18651,FRGN-18651,glamstone-agate,dzintars,"gardenia, lily-of-the-valley, fig leaf, grapefruit","jasmine, ylang-ylang, rose","almond, patchouli",FALSE
18652,FRGN-18652,pergolese,dzintars,"bergamot, freesia, black currant, peony","tea, magnolia, lily, jasmine, red berries","musk, vanilla, apricot, amber",FALSE
18653,FRGN-18653,ex-cla-ma-tion-eau,coty,"bergamot, nutmeg, orange, coriander","melon, tuberose, peach, freesia","vetiver, oakmoss, cedar",FALSE
18654,FRGN-18654,raw-vanilla,coty,"vanilla, green leaves, bergamot","juniper berries, clary sage, geranium, water lily, orchid","vanilla, sandalwood, tonka bean, bamboo, musk",FALSE
18655,FRGN-18655,linen-vetiver,banana-republic,"bergamot, petitgrain, cardamom","iris, hyacinth, water jasmine","vetiver, musk, oakmoss, crystal amber",FALSE
18656,FRGN-18656,agua-fresca,adolfo-dominguez,"petitgrain, bergamot, marjoram, mandarin orange, artemisia","lavender, rosemary, juniper berries, clary sage, pepper, coriander","vetyver, pine, oak moss, sandalwood, musk, patchouli",FALSE
18657,FRGN-18657,forever-mine-into-the-legend-for-men,chevignon,"mandarin orange, patchouli, bergamot","cinnamon, amber, virginia cedar","leather, musk, woodsy notes",FALSE
18658,FRGN-18658,noble-fig,ferrari,"fig leaf, mandarin orange, pink pepper","clary sage, iris","musk, patchouli",FALSE
18659,FRGN-18659,turkish-rose-perfume-oil,nest,plum,turkish rose oil,white woods,FALSE
18660,FRGN-18660,this-is-him,zadig-voltaire,"black pepper, grapefruit","incense, vanilla",sandalwood,FALSE
